Material_Thermal_Conductivity,Surface_Area,Contact_Pressure,Heat_Source_Power,Cooling_Method,Time,Operating_Temperature,Assembly_Type,Thickness,Ambient_Temperature,Heat_Loss
113.2014,248.1455,1.2438,749.8595,Fan,54.5579,43.7728,TypeB,3.7988,15.6684,11338190.1441
248.7808,326.8841,0.509,136.257,Air,6.1576,94.7323,TypeA,1.897,31.3164,16739903.8657
370.4209,87.5588,3.7343,464.8805,Air,56.2531,57.0327,TypeC,3.4522,24.0077,17453744.82
61.8811,447.0874,3.7958,564.655,Water,49.7066,60.1215,TypeA,8.4861,21.5027,6258282.2089
294.0971,411.6216,2.8172,622.5807,Fan,47.6873,80.1552,TypeC,9.8242,24.4222,32749664.7156
154.0722,277.343,1.2261,942.3435,Air,12.8538,87.5681,TypeC,5.4446,31.3748,5668805.9314
373.5387,485.207,0.876,705.0256,Passive,48.502,108.549,TypeC,1.0873,17.4923,736181376.8442
389.8704,237.9924,0.5861,533.1502,Water,51.1578,48.1871,TypeB,2.2604,32.1531,33670672.6574
380.4933,492.8496,1.2459,828.7075,Air,18.0599,95.4061,TypeA,3.8987,32.9502,54253831.7687
215.975,350.564,4.5088,955.4795,Air,57.1833,60.0888,TypeB,6.2073,33.9342,18242542.2115
351.7149,335.6021,1.5869,119.8595,Water,3.9417,103.1373,TypeC,1.6758,22.9498,22262990.0295
345.5923,124.6797,2.0942,984.2691,Water,9.8446,110.1145,TypeC,9.4902,19.3428,4057261.3622
161.6852,446.8675,0.9741,177.5189,Passive,32.7173,101.238,TypeB,4.2858,22.4728,43443916.897
340.1204,242.3704,1.5006,832.9481,Passive,34.9718,121.2125,TypeB,9.2133,21.6582,31151219.7961
62.9527,123.005,2.8365,352.3013,Air,39.0639,76.917,TypeA,8.0247,18.5231,2201158.9383
258.6945,55.6734,3.2349,218.9617,Air,2.0012,124.1617,TypeC,7.7989,27.1453,358539.6893
130.5031,301.8901,1.6041,495.8701,Water,57.6616,87.6044,TypeB,6.4605,24.5325,22178193.6732
92.1984,287.3298,0.7598,679.5609,Air,3.6307,93.2603,TypeC,6.6411,32.314,882676.8683
76.9336,373.7091,2.2596,442.8567,Air,9.4407,111.2912,TypeC,6.742,15.6422,3850752.5459
293.7011,450.6161,1.5539,149.1089,Water,1.8269,42.0194,TypeA,6.6585,27.8774,513524.8711
168.9562,85.733,1.488,639.515,Air,34.4446,111.9394,TypeA,5.9836,30.259,6810807.4484
303.6684,379.1734,4.8194,912.1629,Air,56.0037,108.0444,TypeA,9.8777,30.1897,50825678.8824
72.8747,134.3354,3.2734,444.8938,Fan,40.2909,74.0832,TypeB,7.5906,32.7215,2149297.3119
160.3516,436.1797,3.006,294.6995,Passive,49.5368,49.4374,TypeC,7.9925,29.5807,8607779.3342
238.822,418.5786,2.371,498.3196,Water,1.7836,50.0029,TypeB,8.8522,33.5562,331265.6226
326.7531,293.3572,2.4302,143.5264,Fan,32.9789,141.5546,TypeB,2.9408,21.6531,128887785.1493
161.5634,369.6093,2.9341,838.4388,Passive,28.1142,115.8207,TypeA,1.7542,25.0642,86858082.341
269.062,191.4576,3.6339,843.7067,Passive,30.4391,53.9813,TypeC,5.346,15.2816,11351034.0906
360.0922,262.0256,3.6597,629.2004,Passive,5.2606,79.2395,TypeC,5.6267,15.1392,5654562.6552
265.5521,419.7366,1.2726,417.7926,Fan,41.3817,105.1731,TypeA,8.4626,19.8025,46530683.1193
131.5358,256.6693,2.7505,819.805,Fan,30.69,131.9129,TypeC,4.9941,17.0161,23837762.2615
58.5403,211.0092,2.3538,599.2183,Passive,46.1438,44.8027,TypeA,6.1377,20.2042,2284402.6689
354.5346,272.3956,4.4174,843.3391,Air,29.6321,66.0296,TypeB,5.7436,18.5409,23660680.9004
57.4443,422.7122,3.3414,668.3129,Air,9.8135,137.8724,TypeB,1.3438,15.5704,21687753.729
356.1456,200.8436,2.8963,805.9649,Fan,39.2472,41.0082,TypeA,6.5369,33.1861,3359276.7291
235.128,128.1927,1.0193,638.7067,Fan,11.1708,62.1539,TypeB,8.4524,15.1645,1871853.1696
378.6737,370.4063,3.2254,472.727,Fan,52.4713,145.4927,TypeB,2.4175,29.7216,352451212.5521
329.5741,421.6902,1.0274,962.1513,Passive,37.1739,107.4742,TypeA,6.349,18.043,72772691.977
399.2769,95.2869,2.0174,587.0024,Air,10.275,68.7839,TypeB,6.3425,33.2446,2190471.5013
172.7491,157.9434,1.1428,644.5806,Fan,57.7779,47.369,TypeC,2.4777,32.8559,9234013.3035
318.5159,113.8874,3.6143,298.4389,Fan,31.5836,43.101,TypeB,2.1112,28.078,8152592.1402
190.6758,206.5736,1.4281,663.0857,Water,5.301,66.922,TypeA,9.8205,28.4447,818086.4303
217.9565,252.6579,2.2634,614.4469,Passive,37.9831,136.9634,TypeC,4.5435,15.1068,56098550.2977
269.6269,386.9719,4.5305,266.3546,Water,15.9387,85.7505,TypeC,3.0468,34.6974,27865941.1654
355.787,343.0164,1.4194,153.6284,Air,48.4179,119.2367,TypeB,2.5419,32.5567,201498283.4501
394.4292,329.4179,2.7851,643.9234,Water,49.2515,141.0114,TypeC,7.0084,32.9021,98714258.8728
318.8957,208.5687,2.3867,787.323,Water,58.7579,84.8845,TypeA,6.485,28.1849,34169142.3331
196.2184,428.6514,0.5816,571.0612,Water,30.6103,61.0405,TypeC,6.792,21.8957,14838430.3943
197.475,262.0792,4.0674,304.0954,Passive,27.8425,96.883,TypeB,1.7921,32.873,51468142.2471
308.1538,490.5972,0.8107,699.8698,Air,45.4551,139.8892,TypeB,9.0418,20.8303,90486164.4579
133.572,335.364,2.6341,172.0952,Water,8.8158,128.4812,TypeC,4.5034,26.2542,8964347.6605
88.6659,106.8191,3.0231,497.6503,Passive,33.268,47.2413,TypeA,3.8203,16.9946,2494668.047
174.1178,354.2799,3.3279,247.0301,Air,33.2286,116.183,TypeA,5.1613,33.4391,32860836.3108
150.5336,196.2968,3.5988,266.0131,Fan,6.2789,102.9087,TypeB,4.5106,17.8154,3500187.3016
153.7078,358.8472,1.6397,282.0646,Water,25.6611,139.8209,TypeB,8.7722,19.4979,19414261.0267
131.7627,81.3385,0.5449,448.0364,Air,51.3438,53.473,TypeA,9.3633,26.1627,1604996.8528
64.7326,128.6966,3.7555,146.0352,Water,51.5131,98.744,TypeC,3.7311,30.2819,7874466.4674
56.2559,435.0818,2.9105,458.0141,Fan,6.855,136.7409,TypeC,8.7754,27.387,2090806.3361
395.7028,152.2308,4.2625,560.5367,Air,6.3525,85.1026,TypeC,8.0337,19.6427,3117999.594
199.7206,426.6685,4.1962,534.9649,Passive,16.499,93.0194,TypeC,9.3773,15.0189,11694741.915
184.5143,175.6742,4.295,444.5057,Air,52.6112,47.7507,TypeA,3.2118,30.143,9349111.9114
287.8765,339.2969,2.6829,855.2319,Passive,8.6053,70.5958,TypeB,6.1926,34.7041,4871616.8241
126.3889,362.3678,2.0013,230.794,Air,43.4798,75.6957,TypeB,3.4709,31.1983,25529282.2829
382.4864,280.6946,4.062,555.1271,Passive,6.9688,143.9635,TypeC,8.4169,24.2041,10645486.1735
325.2208,187.3898,2.5308,155.8373,Fan,37.7651,71.0934,TypeA,1.0479,33.0753,83499806.4532
81.2939,145.69,1.3255,164.0401,Fan,22.008,90.6956,TypeA,6.0834,23.197,2892122.4144
196.1533,64.9352,4.3474,616.4793,Fan,47.5459,113.8435,TypeC,4.0528,25.4987,13201238.9913
357.6914,186.7759,4.4715,609.4166,Air,14.7877,57.8402,TypeC,3.9042,24.5426,8425794.1062
380.6562,343.9233,2.5984,890.2302,Fan,38.7129,93.5087,TypeC,6.8042,23.9525,51809450.9361
213.5905,472.2372,0.8406,602.0863,Water,14.9053,121.2393,TypeB,8.6634,30.5038,15746053.3693
264.694,442.042,2.2452,963.8119,Fan,43.106,135.3541,TypeC,6.4828,25.5354,85439565.6072
108.4619,394.7291,4.1159,143.8254,Passive,52.547,108.8885,TypeB,8.6786,21.3343,22696118.5332
396.909,404.8013,4.558,188.2069,Passive,8.4813,113.5959,TypeA,3.3814,20.1632,37652829.8253
131.0851,349.2432,1.4156,139.6593,Passive,52.1291,53.8912,TypeA,5.6755,15.7549,16035996.1331
379.9561,167.1291,0.8014,266.7492,Air,36.0209,144.0354,TypeB,5.0548,26.6639,53112743.2963
277.3763,458.2378,4.4481,587.1431,Water,8.4995,54.5831,TypeB,1.1048,19.5992,34208828.1636
262.7079,351.8295,2.2523,681.015,Fan,26.225,125.214,TypeB,6.0113,17.9627,43246906.109
229.441,302.1983,2.9379,141.0266,Water,10.4908,69.1298,TypeB,6.9537,28.0766,4294402.1949
130.7344,99.9453,4.8563,951.3738,Water,42.3205,142.6952,TypeC,6.3272,28.6242,9969347.4061
111.7848,251.175,0.7995,857.9488,Passive,45.7732,119.1955,TypeA,7.6265,30.0431,15023745.0261
127.1702,257.1612,3.4174,366.9512,Passive,7.242,122.9195,TypeC,6.1421,25.0715,3772979.006
115.2534,439.0536,0.8335,169.4688,Passive,30.8623,64.0965,TypeB,1.6008,32.8811,30453092.7958
322.8546,295.9917,2.1896,252.8984,Air,49.0629,88.7344,TypeC,2.048,33.7269,125930718.5905
172.5438,221.1802,4.1172,214.25,Water,56.2336,107.9595,TypeC,6.3683,31.1474,25884967.0669
